"Animal","Caption","Age","Depicts_research","Want_as_pet","Seen_in_real_world","Support_conservation","One_word_comment"
"loris","no context",35,5,4,5,4,"wild"
"gorilla","informative",31,4,4,2,4,"forest"
"gorilla","no context",36,2,1,2,4,"gorilla "
"gorilla","informative",34,3,1,2,2,"Monkey"
"loris","informative",26,3,4,3,4,"so cute"
"gorilla","no context",35,3,1,1,3,"fascinating"
"loris","informative",61,4,4,5,5,"good"
"gorilla","informative",30,5,4,4,2,"good"
"loris","informative",68,5,1,1,5,"compassion"
"gorilla","no context",50,5,5,5,4,"Animal Safety"
"loris","informative",51,4,4,2,4,"cute"
"gorilla","informative",30,4,4,4,4,"gorilla"
"gorilla","informative",32,4,4,4,5,"Funny"
"loris","no context",42,3,1,1,4,"ugly"
"gorilla","informative",58,5,1,1,1,"dangerous"
"loris","informative",40,4,4,4,4,"monkey"
"gorilla","no context",23,4,5,4,4,"lovely"
"gorilla","informative",31,4,2,1,2,"Beautiful"
"gorilla","informative",40,4,2,5,4,"SAVE ANIMALS"
"gorilla","no context",35,4,5,3,4,"Nature"
"gorilla","informative",30,5,4,4,5,"Mountain gorilla"
"gorilla","no context",58,3,1,4,4,"crazy"
"gorilla","no context",45,5,4,5,4,"nature"
"gorilla","no context",40,4,4,4,4,"SAVE THIS WILD ANIMAL"
"loris","no context",40,4,1,1,2,"odd"
"loris","informative",25,5,5,5,4,"Small Slender Loris"
"gorilla","informative",40,5,4,5,5,"WILDLIFE"
"loris","no context",30,4,5,4,4,"SUFFER THE ANIMAL"
"loris","informative",46,4,4,5,5,"CUTE ONE"
"loris","no context",43,3,3,3,4,"WILD ANIMAL"
"gorilla","informative",49,5,2,4,4,"happy"
"gorilla","no context",26,4,1,4,2,"nature"
"loris","no context",48,4,3,2,2,"I think This animal is not kind of dangerous"
"loris","informative",53,5,1,1,5,"interesting"
"gorilla","informative",29,4,4,4,4,"Animals"
"loris","informative",52,5,1,1,4,"research"
"gorilla","no context",30,4,4,4,5,"SAVE ANIMALS"
"loris","no context",35,4,4,3,3,"INTERESTING "
"loris","informative",42,4,3,1,3,"Cute"
"gorilla","informative",26,5,4,5,4,"Good ones"
"loris","no context",32,4,4,4,4,"VERY NICE"
"loris","informative",40,4,4,4,3,"weird"
"gorilla","informative",60,4,1,2,4,"nature"
"loris","informative",35,5,4,4,5,"comment session"
"gorilla","informative",47,4,2,4,3,"happy"
"gorilla","informative",57,3,1,1,5,"gorilla"
"loris","informative",29,5,1,1,2,"Cute"
"loris","informative",30,4,5,5,5,"animal"
"gorilla","no context",35,5,5,5,5,"FIVE"
"loris","no context",34,4,2,2,4,"I feel bad for the animal it looks malnourished"
"loris","informative",30,4,4,5,5,"Unique"
"gorilla","informative",70,4,1,1,5,"sad"
"loris","no context",31,4,4,4,5,"WORRY"
"loris","no context",56,4,5,5,4,"help"
"gorilla","informative",59,4,1,2,4,"Habitat "
"gorilla","informative",38,4,1,5,5,"THIS POST MUST BE INCREDIBLE "
"gorilla","no context",30,2,4,5,4,"Exciting"
"loris","informative",29,5,3,2,4,"awesome"
"loris","no context",70,3,1,1,4,"eyes"
"gorilla","no context",37,4,3,3,5,"Save Gorilla"
"gorilla","no context",35,2,3,3,3,"INTERESTING "
"loris","informative",30,4,4,4,4,"primatologist "
"loris","informative",51,2,1,1,3,"the animal looks scared because his eyes are so big"
"gorilla","no context",22,4,4,4,4,"A Man and animal in forest"
"loris","informative",27,4,2,4,5,"important"
"gorilla","informative",34,4,4,4,4,"interesting"
"loris","no context",53,4,4,3,5,"Happy"
"loris","informative",68,4,1,2,4,"cute"
"loris","no context",58,3,2,2,2,"Cute"
"loris","no context",59,4,1,1,4,"Sad"
"loris","informative",34,5,4,4,5,"Nice"
"loris","informative",60,4,4,4,4,"good"
"loris","no context",56,2,4,1,5,"Sad"
"loris","no context",44,5,4,5,4,"none"
"gorilla","no context",56,4,4,4,4,"beautiful gorilla"
"gorilla","informative",25,4,4,4,5,"The post is very nice"
"gorilla","no context",32,5,4,5,5,"nice"
"gorilla","informative",25,4,4,4,4,"gorrilla is see to men"
"loris","informative",25,4,4,4,4,"baby animal monkey"
"loris","informative",40,5,5,4,5,"GHOODS"
"gorilla","informative",39,4,1,2,5,"Amazing "
"gorilla","no context",36,4,4,4,4,"GORILLA"
"loris","no context",32,4,4,4,4,"GOOD OPININ"
"gorilla","no context",26,4,4,4,4,"Save the animals"
"gorilla","no context",25,5,5,5,5,"Gorilla"
"loris","no context",44,4,4,4,4,"SO GOOD"
"loris","no context",23,2,4,4,4,"LOOKING GOOD"
"gorilla","informative",71,5,1,4,4,"bravery"
"gorilla","no context",39,4,1,1,5,"invasive"
"loris","no context",25,4,4,4,4,"i think this post is very good to see"
"gorilla","no context",62,4,2,4,4,"cutie"
"gorilla","no context",35,4,4,4,3,"nothing"
"loris","no context",25,4,5,4,4,"GOOD"
"gorilla","informative",26,4,4,4,5,"Wild But Good"
"loris","informative",39,4,5,5,5,"care"
"gorilla","no context",45,4,4,5,5,"Wildlife "
"loris","no context",47,3,3,2,4,"rare to see that animal"
"gorilla","no context",48,4,1,1,4,"Photoshop"
"loris","informative",25,5,5,4,4,"The animal candle the safe"
"gorilla","informative",34,4,2,2,4,"Observation"
"loris","informative",25,2,5,5,5,"cute"
"loris","informative",55,5,4,1,5,"beautiful"
"gorilla","no context",54,5,1,2,4,"Very big animal"
"gorilla","informative",53,4,1,1,4,"sad"
"loris","informative",66,4,4,5,4,"Good"
"gorilla","no context",35,5,2,5,4,"good"
"gorilla","informative",25,5,4,5,4,"torture"
"loris","no context",44,4,4,2,4,"instagram post"
"loris","no context",32,5,1,1,1,"Animal"
"gorilla","informative",58,4,5,4,5,"All animals are safey ad humanely"
"gorilla","no context",25,5,5,5,5,"All animals absoutely humans"
"loris","informative",50,5,5,5,5,"All animal were captured and handle safely"
"gorilla","informative",25,4,4,4,5,"The post is very nice"
"loris","informative",42,4,5,5,5,"All animals important safely"
"gorilla","no context",63,2,2,4,4,"super"
"loris","no context",52,4,2,2,4,"precious "
"loris","no context",60,4,4,4,4,"cute"
"gorilla","informative",46,5,4,5,4,"yes"
"loris","no context",35,4,4,3,4,"save the animals and love the animals"
"gorilla","informative",36,4,1,2,4,"Interesting research going on "
"loris","no context",46,5,5,5,5,"so good"
"gorilla","no context",30,4,5,4,4,"very like"
"gorilla","informative",36,4,4,4,4,"GOOD"
"gorilla","informative",32,4,4,4,4,"Research"
"gorilla","informative",35,5,1,3,3,"science"
"loris","no context",57,4,1,4,5,"animals"
"gorilla","no context",35,3,3,4,4,"wild animal"
"loris","no context",36,4,5,4,5,"nice"
"loris","no context",64,4,5,5,4,"LOVE THE AMIMALS SAVE ENVIRONMENT"
"loris","no context",33,4,4,4,4,"good"
"loris","informative",25,4,4,4,4,"wonderful"
"loris","informative",62,4,1,1,5,"Endangered"
"loris","informative",41,5,5,5,5,"PRIMATOLOGIST"
"loris","informative",30,2,1,1,1,"Weird"
"loris","informative",42,4,4,4,4,"Cute"
"gorilla","informative",25,5,4,5,5,"Gorilla is a very helpful pet"
"loris","informative",47,3,2,3,3,"Conservation"
"gorilla","informative",26,4,1,2,4,"cool "
"loris","informative",25,4,2,4,4,"research with proper permits and training"
"loris","no context",35,5,3,4,3,"intresting"
"gorilla","no context",30,3,5,5,5,"monge"
"gorilla","informative",30,5,1,5,5,"NATURE IS BEAUTY"
"loris","no context",42,2,1,1,1,"critter"
"loris","no context",31,5,4,4,5,"The animal is always grateful"
"gorilla","no context",25,4,4,4,4,"It is very amazing picture to meet a nature with loved animals"
"gorilla","no context",54,5,1,2,1,"mimick"
"loris","no context",30,4,4,5,5,"INTERACTION"
"loris","no context",25,5,1,5,1,"monkey"
"loris","no context",30,5,4,5,5,"innovative picture"
"gorilla","no context",27,3,1,1,5,"Beautiful"
"loris","no context",42,4,4,5,4,"cat"
"loris","no context",25,4,5,4,4,"gethering to know"
"loris","informative",30,4,4,4,4,"it is a research"
"gorilla","informative",60,5,4,5,5,"Humanity"
"gorilla","informative",27,4,5,4,5,"The animal would make a good pet"
"loris","no context",35,5,2,2,3,"sad"
"loris","no context",52,4,4,4,5,"a chimp"
"gorilla","informative",25,5,2,4,5,"beauty of nature"
"gorilla","informative",25,4,4,3,4,"The way it looks the human is funny"
"gorilla","informative",29,4,4,4,4,"Amazing"
"gorilla","no context",21,4,1,1,3,"love"
"loris","informative",40,5,5,5,5,"pet"
"loris","no context",62,4,1,1,4,"Cute"
"loris","informative",35,4,2,4,4,"CUTE"
"gorilla","informative",25,4,2,4,3,"wildlife"
"loris","informative",22,4,5,5,4,"sunda slow loris"
"gorilla","informative",22,5,1,2,4,"Conservation"
"loris","informative",41,5,1,1,1,"Repetitive"
"gorilla","informative",40,5,5,4,5,"wildlife"
"loris","informative",30,4,4,4,4,"different"
"loris","informative",42,4,4,5,4,"all animals were captured "
"gorilla","informative",30,2,2,4,4,"Beautiful"
"loris","informative",27,2,1,1,2,"sad"
"gorilla","no context",44,4,2,4,4,"interesting"
"loris","no context",29,4,5,4,5,"zoophile"
"loris","no context",29,4,5,4,5,"zoophile"
"gorilla","no context",61,4,4,4,4,"ANIMALS KINDNEES"
"gorilla","no context",61,4,4,4,4,"ANIMALS KINDNEES"
"gorilla","no context",45,4,5,4,5,"Wildlife "
"loris","no context",30,4,4,4,4,"slow loris"
"gorilla","informative",28,4,4,4,4,"mountain gorilla"
"loris","informative",34,4,5,4,5,"FUNNY IMAGE"
"loris","no context",48,4,2,2,2,"monkey"
"loris","no context",25,5,4,4,4,"Wildlife in Images Survey"
"loris","no context",51,4,4,1,4,"Cute"
"gorilla","no context",25,4,4,4,4,"Gorillaz"
"loris","informative",43,4,4,4,5,"MINDBLOWING"
"loris","no context",67,4,2,1,4,"Helpless"
"gorilla","informative",39,4,1,1,3,"Wilderness"
"gorilla","no context",38,4,4,4,4,"happy"
"loris","informative",48,4,4,4,4,"come to	dawn on"
"gorilla","informative",30,4,4,4,4,"This animal would make a good pet"
"gorilla","informative",30,4,4,4,4,"This animal would make a good pet"
"loris","informative",24,4,4,4,4,"NICE"
"loris","informative",24,4,4,4,4,"NICE"
"gorilla","no context",25,4,4,4,4,"Gorilla"
"gorilla","informative",30,5,4,5,4,"good"
"loris","informative",25,5,5,5,4,"very cute"
"loris","informative",25,5,5,5,4,"very cute"
"gorilla","no context",25,5,4,5,4,"Perfect"
"gorilla","no context",25,5,4,5,4,"Perfect"
"gorilla","no context",34,4,2,1,4,"Save"
"loris","no context",46,5,1,1,5,"frail"
"gorilla","informative",30,5,5,4,4,"it is a mountain gorilla"
"loris","no context",25,4,5,4,4,"research"
"loris","no context",45,4,4,4,4,"GOOD"
"gorilla","no context",20,4,4,4,4,"HUMANITY"
"gorilla","no context",20,4,4,4,4,"HUMANITY"
"loris","no context",48,4,5,5,5,"it is nor remember this animal"
"loris","no context",48,4,5,5,5,"it is nor remember this animal"
"gorilla","informative",30,5,1,1,5,"Wow"
"loris","no context",30,4,4,5,5,"Slow loris"
"loris","no context",30,4,4,5,5,"Slow loris"
"loris","informative",25,4,4,5,4,"Super"
"gorilla","informative",39,4,1,4,5,"photoshopped"
"loris","informative",30,4,4,5,4,"being"
"gorilla","no context",47,5,4,4,5,"wild life"
"gorilla","no context",25,4,2,5,4,"wildlife of animal"
"gorilla","no context",30,3,1,1,1,"nature"
"loris","no context",29,5,3,4,4,"monkey"
"gorilla","informative",30,5,5,5,5,"gorila"
"gorilla","informative",30,5,5,5,5,"gorila"
"loris","no context",39,4,5,3,5,"SO CUTE ANIMAL "
"gorilla","informative",62,4,4,4,4,"see a man and a big animal"
"gorilla","informative",44,2,1,1,4,"Gorilla"
"gorilla","informative",29,4,4,4,5,"IMPRESSIVE"
"loris","informative",25,5,4,4,4,"THe image look very nice to watch and the content of the image is very clear "
"loris","informative",25,5,4,4,4,"THe image look very nice to watch and the content of the image is very clear "
"gorilla","no context",30,4,4,4,5,"Friendliness"
"gorilla","no context",30,4,4,4,5,"Friendliness"
"gorilla","informative",33,5,5,5,5,"gorillas and all animals"
"loris","no context",34,4,5,4,4,"very cute and nice"
"gorilla","informative",26,5,5,5,5,"Good ones"
"loris","no context",38,5,5,4,4,"jessd"
"loris","informative",27,3,1,1,3,"heartfelt"
"loris","no context",39,4,4,4,4,"happy"
"gorilla","no context",25,4,5,4,4,"Cute"
"loris","no context",30,4,4,3,5,"nothing"
"gorilla","no context",37,4,3,4,4,"joy"
"gorilla","no context",27,5,4,2,4,"Intersting"
"loris","no context",26,4,4,5,5,"Its looks like an wild sugar bowl"
"loris","no context",33,4,5,4,4,"the picture is cute"
"loris","informative",59,4,1,2,3,"Cute"
"loris","no context",31,4,4,4,5,"i like it"
"gorilla","informative",25,5,5,4,5,"Its a gorilla picture "
"loris","informative",46,4,4,4,5,"animal is important to human life"
"gorilla","no context",29,4,1,1,5,"thrilling "
"loris","informative",46,3,1,1,1,"Fragile"
"gorilla","no context",32,5,4,5,4," This animal would make a good pet"
"loris","informative",30,4,5,4,5,"good"
"loris","informative",31,4,1,1,2,"Creepy"
"loris","informative",31,4,1,1,2,"Creepy"
"loris","no context",66,4,2,1,3,"unusual"
"loris","no context",66,4,2,1,3,"unusual"
"gorilla","informative",53,4,1,2,5,"Friend"
"gorilla","no context",59,4,4,4,4,"me with a mountain gorilla"
"loris","no context",53,5,1,1,5,"empathy"
"gorilla","no context",30,4,4,4,4,"HAPPY"
"loris","informative",59,5,4,4,4,"good"
"loris","no context",63,4,1,1,2,"animal"
"loris","informative",48,4,4,4,4,"This animal very poor"
"gorilla","informative",25,5,4,5,4,"I  think this post makes me some curiosity"
"gorilla","no context",25,4,4,4,4,"The post is very nice"
"loris","no context",50,4,1,2,5,"concern"
"gorilla","no context",40,4,4,4,4,"happy"
"loris","informative",30,2,4,2,2,"NOTHING"
"loris","no context",38,4,4,4,4,"MOUSE LEMUR"
"loris","informative",36,4,5,5,5,"animal"
"gorilla","informative",30,5,5,5,5,"MOUNTAIN GORILLAS"
"gorilla","no context",44,4,4,4,4,"IT IS VERY BEAUTYFULL"
"gorilla","informative",46,3,1,1,3,"Wildlife"
"loris","no context",60,5,4,4,5,"Pity"
"gorilla","informative",25,5,4,4,4,"this post is very nice"
"gorilla","informative",65,4,1,4,4,"Calm"
"gorilla","informative",72,5,5,5,4,"Save Animal"
"gorilla","no context",26,4,2,5,5,"nice"
"loris","informative",59,5,4,4,5,"love"
"loris","no context",61,3,1,1,4,"Scared"
"loris","informative",25,4,3,4,4,"Safe handling"
"gorilla","no context",25,4,2,4,4,"its sometimes reacting like dangerous"
"loris","informative",38,4,4,5,5,"good"
"gorilla","informative",43,3,1,4,4,"observing"
"loris","no context",24,5,5,4,4,"save animal species in the world"
"loris","informative",43,5,5,5,5,"love animal"
"gorilla","informative",25,4,3,4,4,"Research"
"loris","no context",30,5,4,5,4,"Monkey"
"loris","no context",71,2,1,3,5,"puzzled"
"gorilla","no context",26,4,1,3,2,"Gorilla"
"gorilla","no context",40,4,1,5,4,"freedom"
"loris","no context",42,4,2,1,4,"Interesting"
"gorilla","no context",60,3,2,1,1,"Amused"
"loris","no context",45,4,4,4,4,"Animals are protected them"
"gorilla","informative",50,4,4,4,4,"good"
"gorilla","informative",51,4,5,5,4,"good"
"gorilla","informative",40,5,5,4,5,"Pet"
"gorilla","no context",38,4,2,3,3,"Spooky"
"loris","informative",61,2,2,1,4,"Empathy"
"loris","no context",66,3,1,2,4,"Creepy"
"loris","informative",25,4,4,4,4,"HANDLE SAFTY"
"loris","informative",66,4,3,2,4,"baby"
"gorilla","informative",25,5,2,5,5,"Gorilla "
"loris","informative",25,4,3,4,4,"Happy"
"gorilla","no context",59,4,1,1,2,"Beautiful"
"gorilla","informative",43,5,5,5,5,"SAVE WILD ANIMALS"
"loris","no context",43,5,5,4,4,"I like it by jessd"
"gorilla","no context",42,4,5,4,4,"energetic"
"gorilla","no context",32,2,1,4,2,"its amazing look"
"gorilla","no context",30,4,4,4,5,"conversation"
"gorilla","no context",26,4,1,3,4,"research for gorillas life and activities"
"gorilla","no context",46,4,4,4,5,"Amazing"
"loris","no context",64,4,5,5,5,"good"
"loris","informative",51,4,4,4,4,"the animal face feeling reaction in the piture"
"loris","no context",39,4,3,4,5,"Interesting"
"loris","no context",39,4,3,4,5,"Interesting"
"loris","informative",35,4,4,2,3,"humanely for recherché the animal"
"loris","informative",35,4,4,2,3,"humanely for recherché the animal"
"gorilla","no context",35,5,5,5,5,"five"
"loris","no context",41,4,4,4,5,"very cute this pic"
"loris","informative",26,4,4,4,4,"research study"
"gorilla","informative",63,4,1,1,2,"photoshopped"
"gorilla","informative",32,4,5,5,5,"gorilla"
"loris","no context",53,4,4,4,4,"good"
"loris","informative",63,4,5,5,5,"All animals were capured handly safely"
"loris","no context",35,2,4,4,5,"nice"
"gorilla","no context",60,3,1,1,2,"jungle"
"loris","no context",69,5,2,1,2,"unusual"
"loris","informative",48,1,5,5,5,"slow lorise"
"gorilla","no context",41,5,5,5,4,"angry"
"loris","no context",34,4,5,2,2,"good"
"gorilla","informative",38,5,4,3,4,"Wildlife"
"loris","informative",47,5,2,2,5,"conservation"
"loris","informative",39,4,2,1,3,"Wildlife"
"gorilla","no context",23,5,4,4,4,"incredabile"
"gorilla","no context",65,3,1,1,4,"profound"
"gorilla","no context",30,4,5,4,5,"very like"
"loris","informative",30,5,4,5,5,"moncky is not healthy"
"gorilla","informative",41,4,4,4,4,"nice"
"loris","no context",24,4,1,1,2,"Cute "
"loris","informative",39,4,4,3,5,"FEEL GOOD FOR THEIR HUMANITY"
"gorilla","informative",60,5,1,4,3,"Gorilla "
"gorilla","informative",63,5,1,1,2,"breathtaking"
"gorilla","no context",48,5,5,5,5,"energetic"
"gorilla","no context",38,5,1,4,4,"this post like a fake picture"
"gorilla","informative",32,4,5,4,4,"awfull"
"gorilla","no context",40,4,4,4,4,"nice"
"loris","informative",51,5,4,5,5,"the animal reaction face felling not bad"
"gorilla","no context",52,3,3,4,4,"Observing"
"gorilla","informative",25,4,4,4,4,"monkey"
"gorilla","no context",25,3,3,3,3,"liked"
"gorilla","no context",35,3,4,5,5,"veryfunny"
"loris","no context",39,2,2,4,4,"nature"
"loris","no context",51,5,4,4,4,"good"
"gorilla","informative",31,4,4,4,4,"gorillas"
"loris","no context",26,4,5,3,4,"monkey"
"loris","informative",34,4,4,4,2,"interesting"
"loris","informative",22,4,4,5,4,"SAD"
"gorilla","informative",48,4,1,4,2,"intelligence"
"gorilla","no context",35,4,3,4,5,"Gorilla"
"loris","informative",30,4,4,2,3,"Adorable"
"gorilla","informative",50,5,1,4,4,"excited"
"gorilla","no context",25,5,4,2,4,"mountain gorila is good pet"
"gorilla","informative",35,4,4,4,4,"MOUNTAIN GORILLA"
"gorilla","no context",25,4,4,4,4,"Gorilla is quite"
"gorilla","no context",25,4,4,4,4,"gorilla"
"loris","no context",26,1,4,4,4,"good"
"loris","informative",43,5,1,1,4,"respectful"
"loris","informative",43,5,1,1,4,"respectful"
"loris","no context",38,3,1,1,1,"eyes"
"loris","no context",38,3,1,1,1,"eyes"
"gorilla","no context",24,4,4,4,4,"zoo"
"gorilla","informative",35,5,5,5,5,"Nice"
"loris","no context",33,2,3,3,4,"nature"
"loris","no context",26,4,4,4,4,"research study"
"loris","informative",25,5,4,3,4,"wildlife research"
"gorilla","no context",25,4,4,4,4,"good"
"gorilla","no context",26,4,4,4,4,"research"
"gorilla","no context",27,3,1,5,5,"Friendly "
"loris","informative",30,4,1,3,4,"GOOD FEEL"
"loris","no context",25,5,5,5,5,"Research"
"loris","informative",30,5,4,5,5,"very super"
"gorilla","no context",25,4,5,4,4,"gorrilla is see"
"loris","informative",44,2,4,1,4,"Very nice"
"gorilla","informative",40,5,1,1,2,"gorilla"
"loris","no context",68,5,4,1,5,"adorable"
"gorilla","informative",56,1,2,1,3,"amarika"
"gorilla","informative",56,1,2,1,3,"amarika"
"gorilla","no context",48,4,4,4,4,"GOOD"
"gorilla","no context",48,4,4,4,4,"GOOD"
"gorilla","informative",35,4,4,5,5,"comment"
"gorilla","no context",38,2,2,1,2,"THIS IS THE FAKE PHOTO POST"
"loris","informative",24,5,4,4,4,"wildlife"
"gorilla","no context",40,4,4,4,4,"I FEEL HAPPY "
"loris","no context",36,5,4,5,5,"crazy"
"loris","informative",63,3,2,1,4,"cute"
"loris","no context",50,3,3,4,4,"good"
"loris","informative",25,5,2,1,5,"Beautiful"
"gorilla","informative",61,5,1,2,4,"nature"
"gorilla","informative",43,4,4,4,4,"GOOD"
"loris","no context",25,2,4,2,4,"research the project"
"loris","informative",25,5,4,4,4,"Safe handling"
"loris","no context",31,4,3,3,4,"Fear"
"loris","informative",62,4,3,4,1,"my research"
"loris","informative",41,4,3,3,4,"all animals were captured and handled safely research with the proper perits and training"
"loris","informative",44,5,4,4,4,"nice"
"loris","no context",40,2,5,5,5,"CARING"
"loris","no context",32,4,4,4,4,"Small"
"gorilla","no context",57,3,4,4,4,"support"
"loris","no context",61,5,4,5,5,"Is the word wild animal image as saw that post"
"loris","no context",35,5,4,4,5,"a small primate with very big red eyes rounded ears and arms and legs which are long and slim"
"loris","no context",27,4,4,4,4,"animal's love"
"loris","no context",29,4,4,3,4,"love"
"gorilla","informative",41,4,1,1,2,"Trust "
"loris","informative",54,2,1,1,4,"Scary"
"loris","informative",56,4,4,5,4,"Good"
"loris","no context",27,4,2,2,4,"Conservation"
"loris","informative",49,4,4,3,5,"Animal"
"loris","no context",25,5,5,5,4,"rat"
"gorilla","no context",25,4,4,4,4,"animals are safely living"
"gorilla","no context",27,5,2,5,2,"Gorilla"
"gorilla","no context",40,5,5,5,5,"GOODS"
"loris","no context",25,5,4,4,4,"safehandling"
"gorilla","informative",53,5,1,1,1,"Researcher"
"loris","informative",25,2,5,4,4,"animal"
"gorilla","no context",25,4,4,4,4,"The gorilla looks like what he doing here"
"loris","no context",61,4,1,1,5,"Interesting"
"gorilla","no context",38,4,1,2,5,"Intense "
"loris","informative",65,4,4,1,5,"Cute"
"loris","no context",58,5,4,4,4,"conservation"
"loris","no context",25,5,3,5,5,"baby slender loris"
"gorilla","no context",35,4,5,5,4,"gorilla"
"loris","informative",40,5,5,4,5,"WILDLIFE"
"loris","no context",32,5,5,5,5,"nice"
"gorilla","informative",37,5,5,5,4,"GORILLA"
"gorilla","no context",25,5,5,4,5,"Cute"
"loris","no context",25,4,4,2,4,"NATURE"
"gorilla","no context",77,3,1,4,2,"gorilla"
"loris","informative",25,4,4,4,4,"This picture is nice"
"loris","no context",38,5,5,1,2,"cute"
"gorilla","informative",29,4,4,4,4,"Responsible"
"gorilla","no context",25,4,5,4,4,"I like to see the gorilla very much to watch this picture very attractive"
"gorilla","informative",49,4,2,2,5,"Family"
"loris","informative",36,2,1,1,1,"ugly"
"loris","informative",46,4,2,2,4,"Wilidlife"
"gorilla","informative",52,5,4,5,4,"Pity"
"loris","informative",25,4,4,4,4,"monkey"
"gorilla","no context",45,2,1,4,1,"Gorilla"
"gorilla","informative",32,4,4,4,4,"Big"
"gorilla","no context",24,3,3,3,3,"dangerous"
"gorilla","informative",25,4,4,4,4,"CARE"
"loris","informative",64,5,3,1,4,"Cute"
"gorilla","informative",25,4,4,4,5,"good"
"gorilla","no context",69,4,1,4,4,"habitat"
"loris","informative",30,4,4,4,4,"slow loris"
"loris","informative",38,5,2,1,2,"sad"
"gorilla","informative",44,4,2,2,3,"interesting"
"loris","informative",25,4,4,4,5,"FOREST"
"gorilla","no context",58,5,1,1,3,"Majestic"
"loris","informative",36,4,2,4,4,"ugly"
"gorilla","no context",32,4,1,4,4,"Gorilla"
"gorilla","informative",30,5,5,5,5,"gorila"
"gorilla","informative",30,5,5,5,5,"gorila"
"loris","informative",49,5,5,1,3,"adorable"
"loris","informative",45,5,2,5,5,"Cruel"
"loris","informative",30,5,5,4,5,"good"
"loris","informative",30,5,5,4,5,"good"
"gorilla","no context",30,4,4,4,4,"animal"
"gorilla","no context",25,1,1,1,3,"Cringe"
"gorilla","informative",25,4,4,4,3,"This post is very good"
"loris","no context",25,5,3,4,5,"Torture"
"loris","no context",25,5,4,4,4,"interesting"
"loris","no context",59,5,5,5,5,"FGGGGGGGGGGGGGGGGGGGGGGGGGGH"
"gorilla","no context",55,5,4,5,5,"Responsibility"
"gorilla","informative",43,4,4,4,5,"beauty"
"gorilla","no context",25,5,2,4,5,"Gorilla is best entertainment animal"
"gorilla","no context",25,5,4,4,5,"WONDERFUL"
"loris","no context",30,4,3,3,4,"slender loris"
"loris","no context",25,4,4,5,5,"NONE"
"loris","informative",28,5,4,4,4,"monkey"
"loris","informative",66,4,1,1,2,"sad"
"loris","no context",55,4,4,4,4,"Good"
"gorilla","no context",28,1,1,1,1,"Gorilla"
"gorilla","informative",58,4,4,4,4,"nice"
"gorilla","informative",54,4,4,4,4,"i ilke is animal"
"gorilla","no context",25,4,4,5,4,"KINGKONG"
"loris","no context",52,3,1,1,2,"sad"
"gorilla","informative",45,4,4,2,2,"Innocence "
"gorilla","no context",60,3,1,1,4,"invasive"
"gorilla","informative",64,1,1,1,5,"Amazing"
"loris","informative",29,4,1,3,3,"jungle"
"loris","informative",48,4,2,1,5,"cute"
"gorilla","no context",30,4,5,5,5,"friendly"
"gorilla","no context",28,5,4,5,4,"man kind with gorilla"
"gorilla","informative",47,4,5,3,2,"Scary"
"gorilla","informative",25,4,4,4,5,"GORILLA"
"gorilla","no context",25,5,5,5,5,"gethering animal"
"loris","informative",55,5,2,1,2,"Compassionate "
"loris","informative",42,5,4,4,4,"CUTE ANIMAL"
"gorilla","informative",25,4,4,4,4,"powerful animal"
"gorilla","informative",47,3,5,4,5,"Animal is protected them"
"gorilla","informative",30,5,4,5,5,"observe"
"gorilla","informative",50,5,1,4,5,"caring"
"loris","informative",30,4,2,4,4,"research"
"gorilla","informative",30,4,4,4,4,"gorilla"
"loris","no context",45,2,4,4,2,"research subject"
"gorilla","informative",28,4,4,4,4,"Animals listen us"
"gorilla","informative",69,3,1,4,3,"delight"
"gorilla","no context",33,2,1,1,4,"Dangerous "
"gorilla","no context",43,4,4,4,4,"Beautiful"
"gorilla","no context",65,5,5,5,5,"SO GOOD"
"loris","no context",48,4,4,5,4,"felt negative"
"gorilla","informative",50,2,1,2,4,"fake"
"gorilla","informative",36,5,1,4,3,"gorilla"
"loris","informative",60,4,4,4,4,"i dont like that post"
"loris","informative",60,4,4,4,4,"i dont like that post"
"gorilla","informative",35,1,1,4,2,"Dangerous "
"gorilla","informative",24,4,4,4,4,"NICE"
"loris","no context",36,4,4,4,4,"THE INFORMATION ARE GENEROUS"
"loris","informative",25,4,2,4,4,"cute"
"gorilla","informative",60,4,1,1,5,"Scary"
"loris","no context",49,5,4,1,4,"Cute"
"loris","no context",25,4,4,5,5,"The post is very nice"
"gorilla","no context",23,5,2,2,4,"WILDLIFE RESEARCH"
"loris","informative",34,4,4,5,5,"Cute little animal"
"gorilla","informative",37,4,4,2,4,"intelligence of the animals"
"gorilla","informative",35,5,5,5,5,"yes"
"gorilla","informative",29,5,1,1,5,"Nature"
"gorilla","informative",25,5,2,4,4,"The post is very nice"
"loris","no context",51,4,1,1,3,"unethical"
"gorilla","no context",48,5,2,4,2,"Gorilla"
"gorilla","no context",59,3,2,4,4,"Caring"
"gorilla","informative",58,4,5,5,5,"jessd"
"gorilla","no context",52,4,5,5,4,"Observing one of the mountain in gorilla"
"gorilla","no context",25,4,4,4,4,"It was nice "
"loris","no context",46,4,2,2,2,"its cute"
"loris","informative",34,4,1,1,3,"Cute"
"loris","no context",46,3,2,4,3,"unlike"
"gorilla","no context",30,4,4,5,5,"very nice"
"loris","informative",20,4,4,4,4,"LIKE"
"loris","informative",45,4,1,1,4,"Questionable"
