"Animal","Caption","Age","Depicts_research","Want_as_pet","Seen_in_real_world","Support_conservation","One_word_comment"
"loris","informative",78,4,1,2,3,"animals"
"loris","no context",25,3,2,2,4,"Research"
"gorilla","no context",31,5,1,2,5,"warmth"
"loris","no context",31,5,4,4,4,"I DONT LIKE THIS PICS"
"loris","informative",26,4,4,4,4,"me with my research subject"
"loris","no context",32,4,4,4,4,"Good"
"loris","informative",25,4,4,4,4,"small monkey"
"loris","informative",28,5,4,5,5,"CUTE"
"gorilla","no context",29,5,5,5,5,"MOUNTAIN GORILLA"
"loris","informative",32,4,4,4,5,"it is very nice animal"
"gorilla","no context",47,4,4,5,4,"neture"
"loris","no context",31,5,1,1,5,"Tiny"
"loris","informative",43,4,4,4,4,"CUTE"
"gorilla","no context",33,4,2,4,4,"beautifull"
"loris","no context",29,5,5,5,5,"good"
"loris","informative",37,4,2,1,2,"Bedraggled"
"gorilla","no context",29,4,4,4,4,"spring to mind"
"loris","informative",35,4,5,5,5,"yes"
"gorilla","no context",44,4,4,2,4,"KINGKONG IS SO NICE"
"gorilla","no context",41,5,5,5,5,"GORILLA"
"loris","informative",60,4,4,4,4,"ENJOYABLE"
"loris","informative",60,4,4,4,4,"ENJOYABLE"
"gorilla","no context",32,4,5,4,4,"THIS IMAGE IS RESEARCH"
"loris","no context",37,5,1,1,3,"newborn"
"loris","no context",56,4,4,4,4,"good"
"gorilla","no context",48,5,5,4,4,"Animal"
"loris","informative",48,5,5,1,4,"australia"
"gorilla","no context",40,3,2,1,4,"How the man in the photo is sweating this experience"
"loris","no context",35,4,2,2,4,"cute"
"loris","no context",25,3,4,5,4,"cute pet"
"loris","informative",26,4,5,1,3,"monito"
"gorilla","no context",26,5,4,4,4,"Reserach"
"loris","informative",42,4,5,5,5,"I like this post"
"gorilla","no context",23,4,3,3,4,"Scared Face"
"loris","informative",51,2,1,1,4,"eyes"
"gorilla","no context",48,4,2,3,3,"wildlife"
"loris","no context",25,4,4,4,4,"BABY SLENDER LORIS"
"gorilla","no context",57,4,5,4,4,"GOOD"
"gorilla","no context",23,4,4,5,4,"its nic"
"gorilla","no context",51,4,2,4,4,"good"
"loris","informative",25,4,4,4,4,"Baby slender"
"gorilla","informative",37,4,4,4,4,"creature"
"gorilla","no context",37,4,1,2,2,"nature"
"loris","no context",23,4,3,3,4,"Very cute"
"gorilla","no context",40,5,5,5,5,"GOODS"
"loris","no context",25,4,4,5,4,"class"
"loris","no context",25,5,5,4,4,"Animals handles with safely"
"loris","no context",55,4,1,3,4,"cute"
"gorilla","informative",35,4,4,4,5,"save the animals"
"loris","no context",25,4,5,4,5,"i think this post will make me more happy"
"gorilla","no context",36,4,4,4,4,"Mountain Gorilla"
"gorilla","no context",59,5,1,2,3,"Africa"
"gorilla","informative",46,4,1,4,1,"Challenged"
"loris","no context",49,5,1,1,2,"cute"
"loris","no context",51,4,4,5,4,"subject to monkey"
"gorilla","no context",25,4,4,4,4,"Torture"
"gorilla","no context",36,5,4,5,4,"beautiful"
"gorilla","no context",30,5,4,5,4,"good"
"gorilla","no context",66,4,2,2,4,"wild"
"gorilla","informative",30,4,4,4,5,"Research"
"loris","no context",25,4,4,2,5,"It will be very nice"
"loris","no context",56,4,1,1,4,"Captive"
"loris","informative",30,4,4,4,4,"animals"
"gorilla","informative",21,4,4,4,4,"animal"
"gorilla","no context",22,4,2,1,5,"Wildlife"
"gorilla","no context",30,4,5,4,4,"Delightful"
"loris","no context",30,3,2,1,3,"sad"
"loris","informative",25,4,4,5,4,"the  post was very nice"
"loris","informative",35,2,5,4,2,"research the animal"
"gorilla","informative",25,5,4,4,4,"I like gorilla very much in this i want to meet that gorilla "
"gorilla","no context",42,4,1,1,3,"gorilla"
"loris","no context",33,5,4,4,4,"david"
"gorilla","informative",56,3,4,4,4,"gorillas"
"gorilla","informative",51,5,4,5,5,"happy animals"
"loris","informative",61,4,2,1,4,"cute"
"gorilla","informative",30,5,5,5,4,"animal"
"loris","no context",58,4,2,2,2,"cute"
"loris","no context",42,3,3,1,2,"quirky"
"gorilla","no context",29,4,4,4,4,"i like this post"
"loris","no context",25,4,4,2,3,"The monkey is beautiful"
"loris","no context",28,4,4,4,4,"raji"
"gorilla","no context",22,3,4,5,4,"AMAZING"
"loris","informative",34,4,2,4,4,"New animals reserve"
"loris","no context",29,2,1,1,2,"Inhumane "
"loris","informative",28,4,4,4,4,"gorilla"
"gorilla","informative",30,5,5,4,5,"good"
"loris","informative",43,5,1,1,4,"scared"
"gorilla","informative",59,4,1,1,5,"Awe"
"gorilla","no context",25,5,4,5,4,"Cutest "
"loris","informative",24,4,4,4,4,"six image"
"gorilla","informative",27,4,4,4,4,"Pet"
"gorilla","informative",37,5,4,4,4,"money"
"gorilla","informative",56,5,1,5,4,"That we need to treat animals with respect"
"gorilla","informative",38,4,4,2,4,"man and gorilla is a good friend"
"gorilla","no context",56,4,1,1,4,"Unsafe"
"loris","informative",41,4,1,2,4,"care "
"loris","informative",35,5,4,1,3,"Vulnerable"
"gorilla","informative",62,4,4,4,4,"gorillas"
"gorilla","informative",53,4,4,1,1,"RESEARCH WITH PROPER TRAINING"
"loris","no context",40,4,4,4,4,"wildlife "
"loris","informative",69,3,4,2,3,"WILD ANIMAL"
"loris","no context",30,4,4,4,4,"good"
"gorilla","no context",49,4,4,4,5,"Evolution"
"loris","informative",32,5,4,4,2,"good"
"loris","no context",42,4,5,5,5,"Mongy"
"gorilla","no context",48,4,4,4,4,"come to	dawn on"
"loris","no context",29,3,1,1,2,"cruelty"
"loris","informative",25,4,4,4,4,"good pet"
"loris","informative",51,4,3,4,4,"NOTHING"
"gorilla","no context",25,5,5,5,5,"animals handling"
"loris","informative",35,3,2,2,4,"nothing"
"gorilla","no context",34,4,1,2,5,"huge"
"loris","no context",33,4,4,4,4,"a small animal"
"gorilla","informative",62,4,1,4,2,"Majestic "
"gorilla","informative",31,4,1,1,1,"Amazing"
"gorilla","informative",25,4,2,5,4,"it seems to be cute"
"gorilla","no context",40,4,4,4,2,"I LIKE THIS MOUNTAIN GORILLA"
"loris","no context",44,4,2,4,4,"wildlife"
"loris","no context",38,5,1,1,3,"cute"
"loris","no context",37,4,5,4,4,"Me with my research subject"
"gorilla","informative",35,5,5,1,5,"excellent view and location"
"gorilla","no context",25,5,3,4,5,"Mountain gorilla in my research"
"loris","no context",57,4,2,2,3,"Compassion"
"loris","informative",44,5,5,4,4,"good"
"loris","informative",44,2,4,4,4,"FANTASTIC"
"loris","no context",53,4,4,4,4,"pity"
"loris","no context",30,4,4,5,4,"good"
"loris","no context",42,5,5,5,5,"Andrea DiGiorgio"
"gorilla","no context",57,2,1,1,5,"interesting"
"gorilla","informative",57,5,1,1,4,"gorilla"
"gorilla","no context",64,4,1,1,4,"Cool"
"loris","no context",53,4,1,1,5,"Lemur"
"gorilla","informative",27,4,4,4,4,"Animals save"
"loris","no context",35,4,5,4,2,"new things"
"loris","informative",33,4,4,4,4,"rate is also good"
"gorilla","no context",27,5,2,5,2,"WILDLIFE"
"gorilla","informative",30,4,4,4,5,"Monkey"
"loris","informative",25,4,1,1,5,"scientist"
"gorilla","informative",44,4,1,2,5,"Scary"
"gorilla","informative",35,5,5,5,5,"Wildlife "
"loris","informative",33,4,5,4,4,"HUMANITY"
"gorilla","informative",61,4,4,4,4,"Monkey"
"loris","informative",51,1,1,1,3,"Creepy"
"gorilla","informative",27,5,1,1,4,"primatology"
"loris","informative",40,5,5,5,5,"GOODS STUDEY"
"gorilla","no context",30,4,4,4,4,"good"
"loris","informative",33,4,4,4,4,"animals used for research"
"loris","informative",28,5,4,3,4,"Cute"
"loris","informative",30,5,4,5,5,"Unique"
"loris","no context",31,3,4,4,4,"research "
"loris","no context",38,5,4,3,5,"its so cute"
"loris","informative",62,4,5,4,5,"humanity"
"loris","informative",40,5,4,5,5,"PET"
"gorilla","informative",50,2,1,4,4,"arrogance "
"loris","informative",25,5,4,4,4,"VERY NICE"
"gorilla","informative",39,4,1,2,4,"jungle"
"loris","informative",38,4,2,1,5,"Humane"
"gorilla","no context",40,4,4,4,3,"mountain gorilla"
"loris","no context",56,3,1,1,4,"Imprisoned"
"loris","informative",30,4,4,3,4,"nice post about social"
"loris","informative",56,4,3,4,4,"DEVELOPMENT OF SCIENCE AND TECHNOLOGY "
"loris","no context",40,5,4,5,5,"PET"
"loris","informative",28,4,4,4,4,"nnice post"
"gorilla","informative",29,5,5,5,5,"good"
"loris","no context",30,2,4,2,4,"NOTHING"
"gorilla","informative",50,4,4,4,4,"Good"
"loris","informative",37,5,1,1,4,"Sadness"
"loris","informative",25,3,3,4,4,"Researching animals"
"gorilla","no context",25,5,1,2,4,"SYMPATHY"
"loris","no context",34,3,5,4,5,"beautiful"
"loris","informative",25,5,4,2,4,"SAVE ANIMAL"
"gorilla","informative",38,4,4,4,4,"Happy"
"loris","informative",25,4,4,4,4,"pitty"
"loris","informative",60,4,3,4,5,"Wildlife"
"loris","no context",28,2,4,1,4,"Cute"
"gorilla","no context",43,4,4,4,4,"my friend"
"loris","no context",31,4,4,4,5,"MONKEY"
"loris","no context",31,4,4,4,5,"MONKEY"
"loris","no context",31,4,4,4,5,"MONKEY"
"gorilla","no context",34,2,2,2,4,"mind conversation"
"gorilla","informative",31,4,1,1,4,"peace"
"loris","informative",53,4,4,5,4,"good"
"gorilla","no context",33,2,1,2,2,"Crazy "
"gorilla","no context",35,4,2,2,5,"gorilla"
"loris","no context",31,4,5,4,5,"yes"
"gorilla","informative",32,4,1,1,4,"Gorilla "
"loris","informative",25,4,4,4,4,"nice"
"loris","no context",41,2,2,2,5,"Irresponsible "
"loris","no context",57,4,5,4,4,"cute"
"loris","no context",25,4,4,4,4,"The animal look very great in the image "
"gorilla","informative",43,2,2,4,4,"Gorilla"
"gorilla","informative",31,4,5,4,4,"i like it so much"
"loris","no context",46,4,4,1,1,"caring"
"loris","no context",46,4,4,1,1,"caring"
"gorilla","informative",35,5,5,5,4,"GORILLA"
"gorilla","informative",35,5,5,5,4,"GORILLA"
"loris","no context",48,4,4,4,4,"research subject"
"loris","no context",47,4,1,1,2,"Wildlife"
"gorilla","informative",68,4,1,5,4,"respect"
"gorilla","informative",35,4,2,4,5,"wildlife photography"
"gorilla","informative",44,5,1,5,5,"Gorilla"
"loris","informative",21,2,1,1,4,"Sad "
"gorilla","no context",35,4,1,4,4,"wildlife"
"loris","no context",40,5,5,4,4,"Bottleful "
"gorilla","no context",34,4,4,4,5,"Gorila and man"
"loris","no context",40,1,1,4,1,"why"
"gorilla","informative",34,5,1,4,4,"Nature"
"gorilla","informative",34,4,1,2,4,"Ape"
"loris","no context",26,4,4,4,4,"VERY CUTE"
"loris","informative",25,4,3,4,4,"We need to save our wild animal slender loris"
"loris","no context",50,4,4,2,4,"wildlife"
"loris","informative",37,5,4,4,4,"cute"
"loris","no context",26,4,3,2,4,"Cute"
"gorilla","informative",24,3,4,3,3,"gorillas"
"gorilla","informative",39,5,1,1,2,"Awesome"
"loris","informative",58,5,2,5,5,"PITY"
"gorilla","no context",36,4,1,1,4,"powerful"
"loris","informative",30,3,2,3,3,"THE DANGER ANIMAL"
"loris","informative",46,4,4,4,4,"I FEEL HAPPY TO SEE"
"loris","informative",40,4,2,1,2,"Caring about animals"
"loris","no context",30,5,2,4,5,"NOTHING"
"gorilla","no context",34,4,4,4,4,"i feel happy"
"gorilla","no context",47,4,5,4,4,"butte "
"loris","no context",34,4,2,4,2,"Nothing"
"loris","informative",25,5,5,5,5,"Loris"
"loris","no context",48,5,4,4,4,"cute"
"gorilla","informative",31,3,1,1,1,"ape"
"gorilla","no context",27,5,5,4,4,"GORILLA"
"loris","no context",25,5,5,5,5,"MONKEY"
"gorilla","informative",25,4,4,4,4,"animal"
"loris","no context",32,5,5,5,5,"SAVE WILDLIFE"
"gorilla","no context",25,4,4,4,4,"gorrilla"
"gorilla","no context",59,5,1,1,5,"excited"
"gorilla","no context",62,4,1,1,4,"jungle"
"gorilla","no context",30,5,2,1,4,"Cute "
"loris","no context",40,4,4,4,4,"very natural one"
"gorilla","no context",51,4,2,2,4,"stunning"
"loris","informative",30,4,5,5,4,"new born monkey"
"gorilla","informative",44,4,4,4,4,"Calmness"
"loris","informative",24,5,4,4,4,"Resource"
"gorilla","informative",35,4,4,4,4,"GORILLA"
"loris","no context",31,5,4,5,4,"SLOW LORISES"
"gorilla","no context",46,5,4,5,5,"YES"
"loris","informative",34,4,4,4,4,"beauty"
"gorilla","no context",31,3,2,4,2,"affection"
"gorilla","no context",67,3,1,1,4,"conservation"
"gorilla","informative",30,4,4,4,5,"the person supports wildlife animals "
"loris","informative",25,4,4,4,3,"CARE"
"gorilla","informative",70,4,1,1,5,"intriguing"
"gorilla","no context",38,4,1,4,4,"conservation"
"loris","informative",32,5,5,5,5,"Wildlife "
"loris","informative",58,5,5,5,5,"hasome"
"loris","no context",57,4,1,1,5,"Unusual"
"gorilla","informative",59,5,1,1,2,"Gorrillas"
"gorilla","no context",25,4,2,4,4,"curiosity"
"gorilla","informative",27,4,2,4,4,"its an amazing"
"loris","informative",25,4,2,4,4,"very beautiful "
"loris","no context",25,4,3,4,4,"wildlife animals"
"loris","informative",49,5,1,1,5,"cute"
"gorilla","informative",25,4,4,4,4,"gorilla"
"loris","no context",25,4,4,4,2,"poor"
"loris","no context",25,4,4,4,2,"poor"
"loris","no context",30,4,4,2,5,"It is cute I am animal lover They need to be save from Extinction "
"loris","no context",30,4,4,2,5,"It is cute I am animal lover They need to be save from Extinction "
"gorilla","no context",67,4,1,1,1,"scary"
"gorilla","no context",75,5,1,4,1,"Mighty"
"gorilla","no context",29,4,5,4,4,"Mountain gorilla"
"gorilla","informative",30,5,4,4,5,"Gorilla"
"gorilla","informative",30,5,4,4,5,"Gorilla"
"gorilla","informative",60,5,5,1,5,"The very nice"
"loris","informative",25,4,4,4,4,"This post will be remain to all people to save animals"
"loris","no context",41,4,4,4,4,"LIKE"
"gorilla","informative",37,4,1,5,2,"observe"
"gorilla","no context",25,4,4,4,4,"goods"
"gorilla","informative",28,4,1,1,2,"Interesting "
"loris","no context",34,2,5,4,4,"exciting"
"gorilla","no context",63,4,2,2,3,"Gorilla"
"loris","no context",41,5,4,1,4,"help"
"gorilla","informative",25,4,5,4,4,"blissfulness"
"loris","no context",30,4,4,4,4,"very nice"
"loris","informative",40,5,5,5,4,"WOW"
"loris","informative",52,4,2,2,3,"Experiments"
"gorilla","no context",25,4,3,2,4,"This post is nice"
"loris","informative",25,4,1,2,2,"cute"
"gorilla","informative",25,4,5,4,4,"I LIKE THAT GORILLA"
"gorilla","informative",30,4,4,3,4,"feeling good"
"loris","informative",30,4,5,5,4,"looks cute and feels good"
"loris","informative",25,3,1,1,3,"sad"
"gorilla","informative",51,5,5,5,5,"gorilla"
"gorilla","informative",58,5,5,5,5,"Monkey "
"gorilla","informative",35,4,4,4,4,"beautiful"
"loris","informative",35,2,4,4,4,"Something PET"
"gorilla","no context",30,4,4,5,4,"happy"
"loris","no context",62,4,4,4,4,"this picture is very nice"
"gorilla","no context",33,4,4,4,4,"good"
"gorilla","informative",35,4,4,5,5,"gorilla"
"gorilla","informative",31,4,1,1,2,"Gorilla "
"loris","informative",25,4,4,4,4,"SAFETY"
"gorilla","informative",40,1,1,5,4,"Save gorilla in wildlife"
"gorilla","no context",61,5,4,5,5,"Wildlife "
"gorilla","no context",25,4,4,4,5,"clever pet"
"loris","informative",36,5,4,5,5,"caring"
"loris","no context",35,3,2,1,4,"Silly"
"gorilla","informative",34,4,2,4,4,"conservation"
"gorilla","informative",34,4,2,4,4,"conservation"
"loris","informative",25,4,4,4,4,"NICE"
"loris","informative",25,4,4,4,4,"NICE"
"loris","informative",48,4,2,2,2,"sadness"
"loris","no context",38,4,5,2,4,"somethig feeling about this animel "
"gorilla","informative",30,4,4,2,2,"NOTHING"
"gorilla","no context",79,4,1,1,3,"gorilla"
"loris","informative",32,3,3,2,4,"PITTY"
"loris","informative",37,4,4,5,4,"WILDLIFE"
"loris","no context",37,4,4,4,4,"Animal are safety"
"gorilla","informative",27,5,5,5,4,"GOOD"
"gorilla","no context",20,4,1,2,4,"Cohabitation"
"gorilla","no context",37,1,2,1,5,"Non descriptive and lacking detail about why the guy is looking at a gorilla"
"gorilla","informative",25,4,4,4,4,"MY FRIEND"
