"country","isocode","continent","witchcraft","abslat","rugged","calsuit","distcoast","religiosity","kinshipsch","wgirl","wgige","wgicc","secure","taxeff","justsys","legit","conflocpolice","confjudsys","confnatgov","schautoembed","hofidv","hofuai","hofivr","uzloose","traditionwvs","creativewvs","riskwvs","chindependencewvs","chimaginewvs","crithink","trustinoutwvs","bloodfam","chtolerancewvs","mai","trustgen","trustnbrglp","trustoutwvs","trustbuspar","fairwvs","impfriendswvs","impleisurewvs","blood","charity","strangerhelp","whrhappy","subjhealthwvs","whrposaffect","whrnegaffect","controlwvs","whrfreechoice","fatalism","hardwork","bzsg","limgoodwvs","entrisk","disideas","patapp","hindex","rdtogdp","lngdppcppp","lnpovrat","lifexp","schyears","hdi","disastexp","droughtexp","disrichness","newconfreq","unemprate"
"Turkey","TUR","Asia",0.692566073952754,39.06139,2.6201932,1585.7504,0.15182675,3.56126732211087,0.28231055,-0.009007439,0.26934004,-0.016352013,1.6666666,1.25,2,3.3333333,0.698666666666667,0.523571428571429,0.558571428571428,0.13999987,37,85,49.107143,12.5,0.5585537,0.25208914,-1.0317998,0.3331478,0.31758434,2.384615421,1.2547646,0.17110229,0.6822596,3.27,0.10613265,3.3278997,2.028153,0.5290144,4.824683,3.625705,3.2034442,24.136322,0.186428571428571,0.486428571428571,5.331836,3.7398293,0.56235814,0.35576218,6.1429744,0.5434442,0.946370980763172,0.605384615384615,3.48,5.080154,50.8564045041666,3.461538553,24.4098661230766,86.7409033326487,1.00561,10.057233,1.1568812,75.5056,8.09049,0.7875,12.29,1.2,208,0.050430857,10.038
"Tanzania","TZA","Africa",0.803560830861338,6.2655163,0.6774515,1964.4535,0.41982347,3.90513062649432,0.5241637,-0.44170892,-0.6178918,-0.5931426,1,2,2.4,2.3333333,0.7,0.64,0.715333333333333,NA,NA,NA,NA,31.6,NA,NA,NA,NA,NA,3.272240162,NA,0.12310233,NA,4.82,0.140485,3.3852074,NA,0.5424821,NA,3.1528964,2.4971209,2.901526,0.308666666666667,0.479333333333333,3.6347964,3.8113043,0.7179228,0.19509296,5.8001738,0.6722339,NA,0.888461538461538,NA,NA,47.8971064083333,3.567833424,0.0349073700809341,73.1849014824694,0.52889,7.691358,4.35863,60.8142,6.8,0.5055,14.01,0.52,221,0,2.602
"Uganda","UGA","Africa",0.31935917649132,1.2815747,0.9132367,1809.3865,0.9086618,3.83352233499178,0.365626,-0.35395512,-0.55389875,-0.98399776,2.25,1,1.8,1.6666666,0.62,0.460666666666667,0.556666666666667,-0.99,NA,NA,52.455357,34.7,NA,NA,NA,0.31147626,0.10876659,2.759999514,NA,0,0.5657842,5.45,0.27809808,3.3065557,NA,0.6781114,NA,3.6950343,3.235413,5.5895047,0.216,0.636,4.245969,3.9144905,0.6791462,0.32127514,6.77674,0.7388055,NA,0.905384615384615,NA,NA,51.7367611333333,3.613259077,0.101864031062701,74.1737270588378,0.47505,7.5812263,4.250398,59.1672,5.8,0.5185,12.82,0.583,233,0.017699579,2.6529999
"Ukraine","UKR","Europe",0.596987953737263,49.008892,0.41584003,2138.633,0.36490434,2.83393141923523,-0.91723275,-0.7736176,-0.6356425,-0.97360015,1.25,1.75,1.6,1.6666666,0.314666666666667,0.137333333333333,0.176666666666667,-0.1450001,NA,NA,14.285714,56.9,0.73141456,-0.17928502,-0.8735757,0.31644908,0.13812469,3.823582888,1.0040963,NA,0.57762027,3.15,0.34394816,3.1302269,2.2130153,0.40719047,5.6067796,3.2304213,3.0323455,NA,0.176,0.350666666666667,4.682149,3.239018,0.5827385,0.21831065,5.9188795,0.520712,0.796176967057385,0.443846153846154,4.16,4.703128,48.0733523791666,3.359714985,16.183182520352,79.6526171882171,0.61742,9.399897,-1.2729657,70.62532,10.4,0.7655,6.91,1.133,202,0.13815033,8.312
"Uruguay","URY","Americas",0.46039379767903,32.801777,0.43547893,2742.758,0.14228949,2.55539916983965,-1.5565428,0.65474755,0.5184772,1.3091488,2.5,3,3.2,3.6666667,0.594,0.477333333333333,0.568666666666667,NA,36,100,53.348213,NA,0.43277186,0.6078322,-1.1712997,0.4672481,0.2467168,2.854946375,0.98294926,0.5716185,0.7685929,6.77,0.21937715,3.321373,2.223578,0.45970517,5.4643373,3.359583,3.3313766,16.251446,0.242666666666667,0.484,6.316736,3.9727297,0.8210232,0.25839514,7.5073833,0.86809665,NA,0.783846153846154,2.42,4.411056,40.8850391666666,2.972940922,18.3857834905977,74.6604028382929,0.33592,9.858223,0.029558774,77.0543,8.66869999999999,0.80125,36.29,0.82,200,0.017094433,7.19
"United States","USA","Americas",0.164701871809668,45.718395,1.0734556,1363.7998,0.6771069,3.34722156378043,-1.2007076,1.6130521,1.5213246,1.3536918,4,3.75,2.8,3.3333333,0.789333333333333,0.55,0.386,0.3599999,91,46,68.08036,58,0.4507389,0.47858912,-0.585762,0.47128788,0.22914675,5.735215664,0.63967973,1.8415218e-05,0.68415236,7.27,0.4132843,3.3569632,2.571477,0.6864539,5.6840515,3.5158076,3.2929764,35.380386,0.597142857142857,0.699285714285714,7.080311,4.086869,0.8340334,0.2601314,7.63479,0.8356025,NA,0.837692307692308,3.3,4.678181,78.8666466875,5.650608063,91.4549372826295,100,2.79385,10.941485,0.21511139,78.57049,13.51627,0.92025,12.99,1.42,237,0.017094433,6.974
"Uzbekistan","UZB","Asia",0.504814053439336,41.633488,0.52593863,439.50616,1.6453514,3.00862944897739,1.4802184,-1.2322019,-0.7156683,-1.2340047,1,1.25,2.2,2.3333333,0.848571428571429,0.791428571428571,0.947142857142857,NA,NA,NA,NA,NA,1.022048,-0.6408783,-0.8089323,0.57676905,0.040053405,NA,1.6514643,NA,0.80507344,4.9,0.14092141,3.6903627,1.771518,0.34306037,7.568421,3.4222815,2.8556077,NA,0.342857142857143,0.52,5.770106,3.9506338,0.7872331,0.14276563,7.795082,0.94148636,0.899228228947989,0.914166666666666,NA,4.1227174,NA,NA,NA,NA,NA,8.585137,NA,70.2933,NA,0.69475,16.17,1.139,201,0.036367644,5.139
"Venezuela","VEN","Americas",0.570111994250756,7.1322913,0.6339122,1314.7577,0.30608734,3.5716457981807,-1.2710414,-1.8527462,-1.1876642,-1.285179,1.5,3,2,3.3333333,0.320666666666667,0.340666666666667,0.384,0.110000014,12,76,100,NA,NA,NA,NA,0.33407584,0.17800605,3.039576292,NA,0.93499494,0.6812212,6.82,0.1483597,3.122973,NA,0.57764363,NA,3.2985682,3.4936328,0.9375755,0.14,0.442857142857143,6.1940956,4.0485353,0.8105327,0.23676641,8.13489,0.651118,NA,0.847692307692308,NA,4.273144,46.0714201125,3.643936157,4.59321494796495,77.3924381372181,NA,9.42194,NA,72.8383,10.07703,0.761,16.12,0.583,227,0.017094433,7.011
"South Africa","ZAF","Africa",0.458176001945435,29.003525,1.7605544,987.72626,0.30568177,3.64444784664198,0.27699703,0.1108092,0.37991273,0.046002813,2.3333333,3,1.6,2.3333333,0.517333333333333,0.579285714285714,0.527333333333333,-0.36500025,65,49,63,67.6,0.1584987,0.2665138,-0.4941591,0.4164808,0.13866033,3.247029781,0.7858201,0,0.6394543,4.98,0.1703279,3.1848907,2.3932004,0.48979503,5.9141035,2.9601622,3.0180752,17.882463,0.186666666666667,0.626428571428571,4.794147,4.03992,0.7739907,0.21094869,6.8300138,0.75849694,NA,0.865384615384615,3.72,4.369542,55.2307069291666,3.865712643,26.5630685232744,87.6578324704943,0.72283,9.447281,3.599137,60.0851,10.29574,0.69075,13.37,1.494,222,0.03390155,24.816
"Zambia","ZMB","Africa",0.25,13.457555,0.5325838,2207.6667,0.89952815,3.89090909090909,0.66213363,-0.35547227,-0.63640064,-0.3973359,2.75,3,2.6,3,0.584285714285714,0.583076923076923,0.563571428571429,NA,NA,NA,42.1875,NA,0.31874946,0.6220375,-0.50232,0.55110794,0.19370979,2.89281249,0.9994331,0.0022315383,0.5632595,5.15,0.27437642,3.275654,1.9759637,0.5835915,5.8897696,3.3563685,2.8370013,7.5234103,0.217142857142857,0.667142857142857,4.74627,3.9147608,0.7292421,0.2843695,7.200416,0.7598801,NA,0.928333333333333,NA,4.8644795,47.92304635,3.140834332,0.321822637572898,68.9713187637472,0.27819,8.088784,4.3579903,58.584,7.9,0.55875,12.15,1.102,209,0,10.037
