"treatment","bike_move_right2","mv_wait2","permitted2","safe2","cycle_distance","mv_distance","commute_type2","state","gender","education"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","MotorVehicle","OR","Female","4-Year College"
"4_BMUFL","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","PA","Female","Graduate Degree"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","PA","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","SC","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","TX","Female","Graduate Degree"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","MotorVehicle","TX","Male","Community College"
"4_BMUFL","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","More than 200 Miles","Other","VA","Female","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","VA","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","Other","VA","Male","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","WA","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","Other","WI","Male","4-Year College"
"4_BMUFL","1_Agree","1_Agree","0_Disagree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","AK","Female","4-Year College"
"2_STR","1_Agree","1_Agree","0_Disagree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","CA","Male","High School"
"2_STR","1_Agree","1_Agree","0_Disagree","0_Disagree","None","51 - 200 Miles","MotorVehicle","CO","Female","Graduate Degree"
"1_None","1_Agree","1_Agree","0_Disagree","0_Disagree","Less than 10 miles","More than 200 Miles","MotorVehicle","MI","Male","Community College"
"2_STR","1_Agree","1_Agree","0_Disagree","0_Disagree","More than 50 miles","Less than 50 miles","Other","MN","Male","Graduate Degree"
"3_SLM","1_Agree","1_Agree","0_Disagree","0_Disagree","None","Less than 50 miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","1_Agree","1_Agree","0_Disagree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","0_Disagree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","NC","Female","Graduate Degree"
"1_None","1_Agree","1_Agree","0_Disagree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"1_None","1_Agree","1_Agree","0_Disagree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","High School"
"1_None","1_Agree","1_Agree","0_Disagree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","NC","Male","Community College"
"1_None","1_Agree","1_Agree","0_Disagree","0_Disagree","Less than 10 miles","More than 200 Miles","MotorVehicle","NJ","Male","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","0_Disagree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","PA","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","AK","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","CO","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","CT","Male","High School"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","GA","Male","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","KY","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","KY","Female","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","KY","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","NC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","More than 200 Miles","MotorVehicle","NJ","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NY","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","NY","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","OR","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","PA","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","PA","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","UT","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","WA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","0_Disagree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","MO","Male","4-Year College"
"2_STR","0_Disagree","0_Disagree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","CA","Male","4-Year College"
"3_SLM","0_Disagree","0_Disagree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MD","Female","Community College"
"3_SLM","0_Disagree","0_Disagree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","OR","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","AK","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","AK","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","MotorVehicle","AK","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","AK","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","AK","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","More than 200 Miles","Other","AL","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","MotorVehicle","AR","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","AZ","Male","Graduate Degree"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","CA","Male","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","MotorVehicle","CA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","CA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","Other","CA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","CA","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","CA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","CA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","MotorVehicle","CA",NA,"4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","CA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","CA","Female","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","CA","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","CA","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","None","Other","CA","Male","Community College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","CA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","CA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","CA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","CA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","CA","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","CA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","CO","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","None","Other","CO","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","DC","Male","Community College"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","Other","FL","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","FL","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","Other","FL","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","FL","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","GA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","GA","Female","Graduate Degree"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","IA","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","IA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","ID","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","ID","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","ID","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","IL","Male","Graduate Degree"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","IL","Male","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","IL","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","IL","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","IL","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","IL","Male","4-Year College"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","Other","IN","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","IN","Male","4-Year College"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","KS","Male","Community College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","KY","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","More than 200 Miles","MotorVehicle","KY","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","KY","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","Other","LA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","MA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","MA","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","MA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","MA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","MA","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","MD","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","None","Other","MD","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","MI","Male","Community College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","None","More than 200 Miles","MotorVehicle","MI","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","MI","Male","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","MN","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","MO","Male","High School"
"4_BMUFL","1_Agree","1_Agree","1_Agree","0_Disagree","None","More than 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","0_Disagree","None","More than 200 Miles","MotorVehicle","NC","Female","4-Year College"
"4_BMUFL","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","Other","NC","Female","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","Other","NC","Male","Community College"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","NC","Female","4-Year College"
"2_STR","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Community College"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Female","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"1_None","1_Agree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Male","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","Other","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","Other","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","None","Other","NC","Female","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","NC","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","None","None","MotorVehicle","NC","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","Other","NC","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","NC","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","Other","NC","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","MotorVehicle","NC","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","MotorVehicle","NC","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","More than 200 Miles","MotorVehicle","NC","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","NC","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Female","High School"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","NC","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","Other","NC","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","Other","NC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","Other","NC","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","ND","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NE","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","NE","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","MotorVehicle","NJ","Female","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","NJ",NA,NA
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","More than 50 miles","More than 200 Miles","MotorVehicle","NM","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","Other","NM","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","NM","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","NM","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","None","Other","NY",NA,"4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","None","Other","NY","Male","Community College"
"2_STR","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","Less than 50 miles","Other","NY","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","None","Other","NY","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","None","Other","NY","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","51 - 200 Miles","MotorVehicle","OH","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","None","51 - 200 Miles","Other","OH","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","0_Disagree","More than 50 miles","51 - 200 Miles","MotorVehicle","OH","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","None","Other","OH","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","None","Less than 50 miles","Other","OH","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OH","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","OH","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","0_Disagree","Less than 10 miles","More than 200 Miles","MotorVehicle","OK","Female","Graduate Degree"
"3_SLM","1_Agree","1_Agree","1_Agree","0_Disagree","11 - 50 miles","Less than 50 miles","Other","OR","Male","Community College"
